sample	hg38_path	t2t_path	source	Sex	Superpopulation code
HG00233	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG00233-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG00233-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	female	EUR
HG00238	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG00238-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG00238-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	female	EUR
HG00263	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG00263-ONT-hg38-R10-LSK114-dorado034_sup_5mCG_5hmCG_v33/HG00263-ONT-hg38-R10-LSK114-dorado034_sup_5mCG_5hmCG_v33.phased.bam		Gustafson	female	EUR
HG00277	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG00277-ONT-hg38-R10-LSK114-dorado034_sup_5mCG_5hmCG_v33/HG00277-ONT-hg38-R10-LSK114-dorado034_sup_5mCG_5hmCG_v33.phased.bam		Gustafson	male	EUR
HG00326	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG00326-ONT-hg38-R10-LSK114-dorado034_sup_5mCG_5hmCG_v33/HG00326-ONT-hg38-R10-LSK114-dorado034_sup_5mCG_5hmCG_v33.phased.bam		Gustafson	female	EUR
HG00331	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG00331-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG00331-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG00331-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG00331-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	Gustafson	female	EUR
HG00337	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG00337-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG00337-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	female	EUR
HG00355	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG00355-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG00355-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	female	EUR
HG00372	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG00372-ONT-hg38-R10-LSK114-dorado034_sup_5mCG_5hmCG_v33/HG00372-ONT-hg38-R10-LSK114-dorado034_sup_5mCG_5hmCG_v33.phased.bam		Gustafson	male	EUR
HG00410	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG00410-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG00410-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG00410-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG00410-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	EAS
HG00463	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG00463-ONT-hg38-R10-LSK114-dorado034_sup_5mCG_5hmCG_v33/HG00463-ONT-hg38-R10-LSK114-dorado034_sup_5mCG_5hmCG_v33.phased.bam		Gustafson	male	EAS
HG00473	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG00473-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG00473-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG00473-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG00473-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	EAS
HG00525	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG00525-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG00525-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG00525-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG00525-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	EAS
HG00599	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG00599-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG00599-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG00599-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG00599-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	Gustafson	female	EAS
HG00623	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG00623-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG00623-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	female	EAS
HG00631	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG00631-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG00631-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG00631-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG00631-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	male	EAS
HG00675	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG00675-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG00675-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG00675-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG00675-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	EAS
HG00705	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG00705-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG00705-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG00705-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG00705-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	Gustafson	female	EAS
HG00706	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG00706-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG00706-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG00706-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG00706-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	male	EAS
HG00728	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG00728-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG00728-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG00728-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG00728-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	male	EAS
HG00729	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG00729-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG00729-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	female	EAS
HG01046	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01046-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG01046-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01046-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG01046-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	EAS
HG01063	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG01063-ONT-hg38-R10-LSK114-dorado050_sup_5mCG_5hmCG_v430/HG01063-ONT-hg38-R10-LSK114-dorado050_sup_5mCG_5hmCG_v430.phased.bam		Gustafson	male	AMR
HG01092	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG01092-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG01092-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	female	AMR
HG01122	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01122-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG01122-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01122-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG01122-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	AMR
HG01164	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG01164-ONT-hg38-R9-LSK110-dorado034_sup_5mCG_5hmCG_v33/HG01164-ONT-hg38-R9-LSK110-dorado034_sup_5mCG_5hmCG_v33.phased.bam		Gustafson	male	AMR
HG01281	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01281-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG01281-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01281-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG01281-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	AMR
HG01312	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01312-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG01312-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01312-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG01312-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	Gustafson	female	AMR
HG01363	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01363-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG01363-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01363-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG01363-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	Gustafson	female	AMR
HG01369	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01369-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG01369-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01369-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG01369-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	AMR
HG01372	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01372-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG01372-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01372-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG01372-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	AMR
HG01393	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG01393-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG01393-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	female	AMR
HG01395	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01395-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG01395-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01395-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG01395-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	male	AMR
HG01414	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01414-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG01414-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01414-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG01414-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	AMR
HG01468	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01468-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG01468-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01468-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG01468-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	AMR
HG01501	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01501-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG01501-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01501-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG01501-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	Gustafson	female	EUR
HG01511	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG01511-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG01511-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	female	EUR
HG01522	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG01522-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG01522-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	female	EUR
HG01593	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG01593-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG01593-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	female	SAS
HG01607	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG01607-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG01607-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	female	EUR
HG01613	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG01613-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG01613-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	female	EUR
HG01615	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01615-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG01615-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01615-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG01615-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	male	EUR
HG01695	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01695-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG01695-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01695-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG01695-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	EUR
HG01790	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01790-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG01790-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01790-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG01790-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	EUR
HG01797	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01797-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG01797-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01797-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG01797-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	EAS
HG01801	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01801-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG01801-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01801-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG01801-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	EAS
HG01812	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01812-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG01812-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01812-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG01812-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	EAS
HG01862	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG01862-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG01862-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG01862-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG01862-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	Gustafson	female	EAS
HG02048	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG02048-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG02048-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG02048-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG02048-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	EAS
HG02049	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG02049-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG02049-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	female	EAS
HG02051	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG02051-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG02051-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG02051-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG02051-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	Gustafson	male	AFR
HG02102	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG02102-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG02102-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG02102-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg/HG02102-ONT-chm13-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam	Gustafson	female	AMR
HG02150	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG02150-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG02150-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	male	AMR
HG02166	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/100_PLUS/IN-HOUSE_MINIMAP2/HG02166-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33/HG02166-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam		Gustafson	female	EAS
HG02185	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/HG38/HG02185-ONT-hg38-R9-LSK110-guppy-sup-5mC/HG02185-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam	https://s3.amazonaws.com/1000g-ont/ALIGNMENT_AND_ASSEMBLY_DATA/FIRST_100/IN-HOUSE_MINIMAP2/CHM13/HG02185-ONT-chm13-R9-LSK110-guppy-sup-5mC/HG02185-ONT-chm13-R9-LSK110-guppy-sup-5mC.phased.bam	Gustafson	female	EAS
